campo,valor,n
descripcion_negocio,Vendo piña golden llanera en corabastos,1
descripcion_negocio,Artesanías en madera,1
descripcion_negocio,"Medicamentos, productos de aseo personal, cosméticos",1
descripcion_negocio,Doy refuerzos académicos y escolares a niños y niñas de 3 años de edad en adelante,1
descripcion_negocio,Se vende toda clase de Bar y Licores y cigarrillos,1
descripcion_negocio,"Vendo bebidas, todo en papelería, dulces",1
descripcion_negocio,Tamales tolimenses,1
descripcion_negocio,Ropa de cegunda papel regalo sapatos varias cositas,1
descripcion_negocio,Cuido niños,1
descripcion_negocio,Jugos guayara,1
descripcion_negocio,"Tengo un criadero de pollos, los cuales sacrifico, y luego los vendo",1
descripcion_negocio,Hago tratamiento capilar,1
descripcion_negocio,Masajes profesionales,1
descripcion_negocio,Arreglo de puertas de carros asesoríos y demas,1
descripcion_negocio,Viveres en general y deliciosas empanadas,1
descripcion_negocio,Cultivo y distribuyó cebollín chino,1
descripcion_negocio,Servicio a domicilio,1
descripcion_negocio,Es una mini tienda o mini mercado de abarrotes rancho y Bar y Licores,1
descripcion_negocio,"Productos ópticos, salud visual",1
descripcion_negocio,"Compro y vendo lentes oftalmicos para gafas, no tengo un establecimiento",1
descripcion_negocio,Entrenamiento canino baño peluquería guardería   comida accesorios ropa,1
descripcion_negocio,Empanadas y pasteles,1
descripcion_negocio,"Tomate
Cebolla
Papa criolla",1
descripcion_negocio,Entrenamiento multifuncional a domicilio  personal y grupal en todo el perímetro de laa localidad de suba,1
descripcion_negocio,Alimentos de primera necesidad para el hogar,1
descripcion_negocio,Venta de productos de aseo personal y aseo hogar venta de comida y accesorios para Mascotas,1
descripcion_negocio,Huevos de Gallina Feliz,1
descripcion_negocio,Venta de Bar y Licores nacionales y anchetas de regalo,1
descripcion_negocio,"Es un establecimiento,  dedicado a la venta de Comidas rapidas",1
descripcion_negocio,"Ofresco mis servicios como, drywall, enchapes, techos de PVC, ornamentación, obra blanca, obra gris en general",1
descripcion_negocio,CONFECCION,1
descripcion_negocio,ARTESANIAS HECHAS A MANOS COLLARES MANILLAS MASCARAS Y BOLSOS,1
descripcion_negocio,Es una heladería y frutería,1
descripcion_negocio,Servicios de publicidad y locucion,1
descripcion_negocio,Muñecos de navidad,1
descripcion_negocio,AREPAS CHUZOS PASTELES HALLACAS,1
descripcion_negocio,Venta de desayunos variados todos los días y venta de almuerzos y en las tardes refrigerios,1
descripcion_negocio,"Vendo productos de aseo, perfumería, maquillaje y muchas cosas mas",1
descripcion_negocio,Es un villar se vende licor,1
descripcion_negocio,Industria casera de postres y tortas,1
descripcion_negocio,"Viveres,abarrotes y cerveza",1
descripcion_negocio,Vendo deditos congelados y fritos para eventos y al detal,1
descripcion_negocio,Venta de congelados,1
descripcion_negocio,"Yo vendo todo lo relacionado para las mascotas 
Comida
Juguete
Accesorios 
Se hacen baños y cortes para las mascotas
Vacunas",1
descripcion_negocio,Sistemas de seguridad electrónica,1
descripcion_negocio,ROPA POR ENCARGO CATALOGO BOLIS HIELO PASTELES FINES DE SEMANAS,1
descripcion_negocio,deditos rellenos,1
descripcion_negocio,Confeccióno ropa vendó vestido y ropa infantil,1
descripcion_negocio,Jean,1
descripcion_negocio,Vendo perros calientes,1
descripcion_negocio,Productos y servicios para el embellecimiento de motos,1
descripcion_negocio,"tratamiento para el cabello, hidratación, Keratina, aminoácido, etc",1
descripcion_negocio,Se trata de prestaciones de servicio en instalación eléctrica residencialcomercial y industrial,1
descripcion_negocio,Pan galletas mantecadaz pasta etc,1
descripcion_negocio,Software para puntos de venta,1
descripcion_negocio,somos un Studio de makeup enfocado en pestañas y cursos de lo mismo,1
descripcion_negocio,"Puertas de seguridad, cortinas, chimeneas, modulares, divisiones de baño",1
descripcion_negocio,Venta de acceso y calzado al por mayor y al dental,1
descripcion_negocio,"Vendemos fajas de yeso 
Papadas
Cinturillas 
Chalecos
Y para piernas",1
descripcion_negocio,Dotaciones industriales,1
descripcion_negocio,"Vendemos todo lo relacionado con papelería, útiles escolares, navidad, jugueteria, cosas para el hogar",1
descripcion_negocio,Comidas Rapidas,1
descripcion_negocio,"Deditos, comidas de todo tipo, quibbes",1
descripcion_negocio,"Empanada, pasteles de pollo, arepas de huevo",1
descripcion_negocio,Presto servicio de mantenimiento e instalación de equipos de seguridad electrónica,1
descripcion_negocio,Tienda con atencion al cliente venta de productos de la canasta familiar a buen precio,1
descripcion_negocio,Somos fabricantes de mobiliario de línea hogar como cocinas closets y puertas entre otros,1
descripcion_negocio,Mi negocio  es una miselanea  vendo de todo un poquito  quiero  engrandecer gracias  a Dios  m va bien y ojalá  pueda obtener  un crédito  cn ustedes,1
descripcion_negocio,confección de prendas Femeninas,1
descripcion_negocio,Corriente sancochos arepas asadas,1
descripcion_negocio,Comprá y ventA de chatara,1
descripcion_negocio,Lavado de autos y comidas,1
descripcion_negocio,"Cerveza 
Gaseosas
Licor
Comidas rápidas
Paqueteria
Papel higiénico
Dulceria
Etc",1
descripcion_negocio,"Copias, impresiones",1
descripcion_negocio,Embutidos gourmet,1
descripcion_negocio,Bar Cigarreria Bar y Licores,1
descripcion_negocio,Venta de todo tipo de productos para el aseo hogar,1
descripcion_negocio,Mi negocio se especializa en micheladas de soda en sabores tropicales,1
descripcion_negocio,"Productos personalizados 
Decoración de fiestas
Tortas
Pendones
Volantes
Tarjetas de presentación 
Tarjeta de invitación 
Tazas personalizadas
Camisetas estampadas 
Y otros",1
descripcion_negocio,Tengo servicio técnico de maquinas,1
descripcion_negocio,"Confecciones de cubrelechos , ropa cabelleros y dama , cogines , muñeca de trapo , cortinas , sábanas , cenefas y artesanías de cuadros para el hogar",1
descripcion_negocio,"Accesorios para Celular por mayor, películas, memorias con música",1
descripcion_negocio,Mis servicios es lavar y planchar a los conductores del sector buses intermunicipal,1
descripcion_negocio,Es una tienda De barrio,1
descripcion_negocio,Soy la tornero pintor carros y motos,1
descripcion_negocio,Realizamos decoración en foami,1
descripcion_negocio,Muebles de cocina y gloset,1
descripcion_negocio,Fabrico carpeta industrial,1
descripcion_negocio,"Muebles para el hogar, también se hacen retapizados",1
descripcion_negocio,Hago remodelaciones de viviendas,1
descripcion_negocio,Venta de zapatos y bolsos virtual,1
descripcion_negocio,Ornamentación fabricación,1
descripcion_negocio,BANANO FRESCO TIPO EXPORTACIÓN Pequeños productores de banano peprobanurcoop,1
descripcion_negocio,Prestó el servicio de Asesoría de tareas y refuerzo escolar hasta 3 grado de primaria,1
descripcion_negocio,"Trabajo con ropa deportiva y manejo pedido por unidades o al x mayor 
Saco molderia, muestras físicas para bodegas y producciones",1
descripcion_negocio,Licor mekato cigarrillos gaseosas verduras y el pensado es meterle grano también,1
descripcion_negocio,Almuerzo,1
descripcion_negocio,Todo lo relacionado con festejos,1
descripcion_negocio,Mi negocio es de fritanga y chusos,1
descripcion_negocio,Hamchetas detalles sorpresas postres buñuelos,1
descripcion_negocio,"Vendo variedad, colores entre  ropa, zapatos cremas de cuerpo perfumes etc",1
descripcion_negocio,"Miscelanea
Papelería en general
Abarrotes arroz, canela aceite jabones moños  perfumes etc",1
descripcion_negocio,Accesorios para motos y bicicletas,1
descripcion_negocio,"Lociones, cremas, maquillajes Yo manejo catálogos, pero no tengo local, ya tengo mi clientela",1
descripcion_negocio,Productos Eroticos,1
descripcion_negocio,Obleas y solteritas,1
descripcion_negocio,Bebidas naturales a base de guanabana,1
descripcion_negocio,Muebles de salas y camas y comedores y otros,1
descripcion_negocio,Repisas de madera soportes para cascos de motos organizador de cocina en madera con  instalación incluida,1
descripcion_negocio,"Huevos, lácteos",1
descripcion_negocio,Tolvas para trituración de carbón,1
descripcion_negocio,Es una Barbería,1
descripcion_negocio,"Venta de cervezas por canastas, cavas",1
descripcion_negocio,Vendo hayacas,1
descripcion_negocio,VENTA DE REPUESTOS,1
descripcion_negocio,Mangos al por mayor,1
descripcion_negocio,Yo soy técnico en seguridad electrónica instaló y vendo cámaras de seguridad,1
descripcion_negocio,"Presto servicios de internet, llamadas nacionales, internacionales, venta de producto cosmético, papelería y otros",1
descripcion_negocio,Control de plagas,1
descripcion_negocio,Servicios publicitarios activaciones de marcas y perifoneo,1
descripcion_negocio,Ropa  Sábanas  Ropa de cosina Vestidos de novia Vestidos de 15 años,1
descripcion_negocio,Vendo pollos principal mente,1
descripcion_negocio,Vendo huevos de gallina purina y criolla 100% de campo,1
descripcion_negocio,"Tengo una distribuidora de tamales, le vendo a restaurantes, panaderías y ventas al detal",1
descripcion_negocio,Reparación de llantas pinchadas,1
descripcion_negocio,Tengo una tienda de abarrotes y bebidas,1
descripcion_negocio,"Cuidado de belleza , piel , cabello ,",1
descripcion_negocio,"Todo para uñas, para uñas en acrílico, gel , polygel etc Ventas x mayor de productos cosmético",1
descripcion_negocio,Calzado de todo tipo,1
descripcion_negocio,Vendo ropa zapatos sandalias maquillaje,1
descripcion_negocio,Es una sala De belleza,1
descripcion_negocio,"Vendo alimentos, como 3mpsnadas arepas bebidas calientes paquetes dulces etc",1
descripcion_negocio,Vendo splas,1
descripcion_negocio,"Comidas rápidas, micheladas, malteadas, frappé, mangadas, cerezadas",1
descripcion_negocio,Calzado botas de dama,1
descripcion_negocio,"Bar y Licores,gaseosa cigarrillos ,papás ,agua ,sodas etc",1
descripcion_negocio,"Productos de panadería y repostería como panes, tortas, postres",1
descripcion_negocio,"En el restaurante vendo almuerzos, pollo asado , presas de pollo Maduros dedos de queso empanadas sancochos consomes papá rellenas papás aborrajadas",1
descripcion_negocio,Papelería,1
descripcion_negocio,Realizo vente de tamales,1
descripcion_negocio,yuca y queso Yo traigo yuca queso de  otros  pueblos y vendo en mu casa,1
descripcion_negocio,Compro lana la proceso y la vendo para Tejidos,1
descripcion_negocio,"Mecatos y gaseosas, viveres",1
descripcion_negocio,Carne,1
descripcion_negocio,Sublimamos y estampados de diferentes productos,1
descripcion_negocio,La terrazita,1
descripcion_negocio,Desayunos  almuerzos y cena,1
descripcion_negocio,Comida rápida y ensalada de frutas,1
descripcion_negocio,Tinto Café con leche Chocolate Aromáticas Pan Cigarros,1
descripcion_negocio,Presto servicio de bodegaje madrugon,1
descripcion_negocio,Vendo repuestos para motos,1
descripcion_negocio,Comida rápida y bebidas,1
descripcion_negocio,Vebfo ensaladas preparadas,1
descripcion_negocio,"Arros, aceite, cuchillas de afeitar, hielo, dulces  escobas, traperos, Pan ,mantequilla,gaseosas,toallas higienicas,azucar agua, clorox, nostars, ibuprofeno, naproceno, ariana de trigo, arina de maiz, mayosenaa, salsa de tomate Cafe, huevos, chiotos, chaumpu, colgate puro jabo, axion lava losa, yodira, konzil, papel iginico, vip vapuru, detergente en polvo 3d,",1
descripcion_negocio,Se confecciona toda clase de ropa,1
descripcion_negocio,Confección de prendas de vestir,1
descripcion_negocio,Vendo chorizos empacados al vacío,1
descripcion_negocio,bebidas cervezas nacionales,1
descripcion_negocio,"Todo lo relacionado con belleza, mechas, keratina, balayage, cortes, maquillaje, rejuvenecimiento facial",1
descripcion_negocio,Hago diferentes diseños e impresión como tarjetas almanaques y toda clase de papelería,1
descripcion_negocio,Confeccionó ropa de dama y caballeros,1
descripcion_negocio,Rejuvenecimiento facial y corporal a nivel genético,1
descripcion_negocio,"Fabricamos pantalones, camisas, sudaderas, Bolsos y pajaras para recolectar aguacate y frutas",1
descripcion_negocio,Empanada y fritos,1
descripcion_negocio,venta de bebidas refrescantes y embriagantes,1
descripcion_negocio,Toda clase de Acabados Venta e instalación,1
descripcion_negocio,Ropa interior trabajo manualidades en casa,1
descripcion_negocio,Vendo Almuerzos y desayunos desde mi casa es decir a domicilio,1
descripcion_negocio,Almacen de ropa y accesorios para dama,1
descripcion_negocio,Comertible cerbeza y ropa,1
descripcion_negocio,Vendo cervezas por unida y por caja,1
descripcion_negocio,Hago cerámicas Virgenes y alcancías,1
descripcion_negocio,Lavado de muebles,1
descripcion_negocio,Galleteria para heladerias,1
descripcion_negocio,Se hacen trabajos en aluminio,1
descripcion_negocio,Trabajos de obra blanca en contruccion,1
descripcion_negocio,Anchetas y desayunos sorpresa,1
descripcion_negocio,Gaseosas Glasial Botellas De aguas Jugos de cajas,1
descripcion_negocio,Acessórios para celulares,1
descripcion_negocio,reparación de aparatos electrónicos,1
