campo,valor,n
descripcion_negocio,Tienda de víveres y abarote,1
descripcion_negocio,"Servicio de desayunos y almuerzos caseros, tienda, papelería y variedades",1
descripcion_negocio,"Manicure, pedicure, arreglo de cabello, cejas, pestañas",1
descripcion_negocio,"Todo tipo de producto para el cuidado personal, para tu hogar y  toda tu familia",1
descripcion_negocio,Estampados de camisetas toallas conjuntos ect,1
descripcion_negocio,Bar y Licores en general,1
descripcion_negocio,Cortes  Cepillado planchado tintes depilación y productos de belleza,1
descripcion_negocio,"Uñas, cabello, maquillaje",1
descripcion_negocio,Chicharrón y costillas de cerdo,1
descripcion_negocio,Pasabocas para toda clases de evento,1
descripcion_negocio,"Panes, tortas, postres , galletas, almuerzos especiales y atención de pequeños eventos",1
descripcion_negocio,Juegos de sábanas cortinas acolchados vestidos conjuntos etc,1
descripcion_negocio,"Productos de consumo diario, arroz aceite, alimentos",1
descripcion_negocio,Vendemos productos  para carros como radio luces,1
descripcion_negocio,Constructora Electricidad plomeria camaras de vigilancia,1
descripcion_negocio,"Mantenimiento y reparacion de celulares, tables y computadores",1
descripcion_negocio,Soy enfermera presto servicios a domicilio y soy cosmetologa vendo paquetes faciales y corporales,1
descripcion_negocio,Banderines decorativos personalizados para todo tipo de negocio y eventos,1
descripcion_negocio,"Víveres, papelería, confites",1
descripcion_negocio,Tengo un pequeño emprendimiento de sandwis tipo cubanos caseros y jugos,1
descripcion_negocio,Víveres para la canasta familiar,1
descripcion_negocio,"Mi negocio vende abarrotes gaseosas, empanadas pasteles, productos de aseo, tinto, helados y muchas cosas mas",1
descripcion_negocio,"productos no perecederos y perecederos, cervezas ,,gaseosas ect",1
descripcion_negocio,Tapicería y restauración de muebles,1
descripcion_negocio,"Trajes,accesorios y otros",1
descripcion_negocio,Papeleria,1
descripcion_negocio,ropa bolsos zapatos  carteras chancletas  y demás,1
descripcion_negocio,Blowers depilacion colocacion de pestañas cejas semipermanentes tratamientos rayitos keratinas,1
descripcion_negocio,"Decoraciones para aula ,cuartos, decoraciones de fiesta cotillones sorpresas sourvenirs",1
descripcion_negocio,Apero para caballos,1
descripcion_negocio,"Servicios: esmaltado tradicional
Esmaltado semipermanente
Acrigel
Press on
Técnica Dipping
Técnica rubbers
Acrigel
Acrílico 
Cejas semipermanentes
Pestañas
Maquillaje
Y mucho mas",1
descripcion_negocio,Carne cerdo,1
descripcion_negocio,Venta de dulces y mekatos para niños y adultos a buen precio..,1
otra_categoria_negocio,Moda/accesorios,91
otra_categoria_negocio,Confecciones/modistería,63
otra_categoria_negocio,Abarrotes,40
otra_categoria_negocio,Confección y vemta,38
otra_categoria_negocio,Misceláneas,34
otra_categoria_negocio,Muebles/objetos,32
otra_categoria_negocio,Comida rápida,28
otra_categoria_negocio,Otro,24
otra_categoria_negocio,"Carniceria, Avícola",18
otra_categoria_negocio,Comida corriente,15
otra_categoria_negocio,Comida tradicional,12
otra_categoria_negocio,Confección y venta,11
otra_categoria_negocio,Pastelería/ panadería,9
otra_categoria_negocio,Otra.,7
otra_categoria_negocio,Mensajería/transporte,6
otra_categoria_negocio,Otra,6
otra_categoria_negocio,Maquila,5
otra_categoria_negocio,Belleza y estética,4
otra_categoria_negocio,Calzado,4
otra_categoria_negocio,Ropa y calzado,3
otra_categoria_negocio,Comidas rapidas,3
otra_categoria_negocio,Servicios de alquiler,3
otra_categoria_negocio,Postres,3
otra_categoria_negocio,Accesorios para celulares,3
otra_categoria_negocio,Bebidas y jugos,3
otra_categoria_negocio,Frutas y verduras,3
otra_categoria_negocio,Helados,2
otra_categoria_negocio,Moda y accesorios,2
otra_categoria_negocio,Publicidad,2
otra_categoria_negocio,Eventos,2
otra_categoria_negocio,Artesanía y manualidades,2
otra_categoria_negocio,Ropa,2
otra_categoria_negocio,Venta de ropa y calzado,2
otra_categoria_negocio,Salud y Belleza,2
otra_categoria_negocio,Más de un negocio,2
otra_categoria_negocio,Miselanea,2
otra_categoria_negocio,Ropa deportiva,2
otra_categoria_negocio,Otros,2
otra_categoria_negocio,Comidas rápidas,2
otra_categoria_negocio,Venta de Calzado,2
otra_categoria_negocio,Limpiones,2
otra_categoria_negocio,Zapatos,2
otra_categoria_negocio,Repuestos para carros,1
otra_categoria_negocio,Calle68an86a60,1
otra_categoria_negocio,"pasabocas , paquetes , yupi, frito lay",1
otra_categoria_negocio,Cuidado de personas de la tercera edad y personas con discapacidad,1
otra_categoria_negocio,Contratamos obras instalamos driwall superboar enchapes y todo lo relacionado en terminados de obra civiles,1
otra_categoria_negocio,Asesorías,1
otra_categoria_negocio,"Porta cascos para moto  Percheros personalizados para gorras y ropa , cuadros personalizados y otros accesorios para moto",1
otra_categoria_negocio,Confección y elaboracion de calzado,1
otra_categoria_negocio,Ropa calzado y marroquineria,1
otra_categoria_negocio,Venta de gas de colgas,1
otra_categoria_negocio,"Fumigaciones comerciales,residenciales,industriales,hospitalarias,institucionales y demás",1
otra_categoria_negocio,"Perfumería, cremas de mano, maquillaje,  accesorios",1
otra_categoria_negocio,"Corte y grabado láser, avisos luminosos, señalizaciones industriales, techos, cúpulas, entre otros",1
otra_categoria_negocio,"Venta de sábanas, cubrelechos, cobijas y almohadas",1
otra_categoria_negocio,"Batería de ollas
Picatodo
Sartenes
Juego de cubiertos
Lencería",1
otra_categoria_negocio,Miscelanea,1
otra_categoria_negocio,Entretenimiento y colección Y que es una puesto de venta informal de muñecos de colección y de películas,1
otra_categoria_negocio,Todo lo relacionado con aires acondicionados automotriz,1
otra_categoria_negocio,Lubricantes - retardante y Juguetes sexuales,1
otra_categoria_negocio,Venta tienda a tienda productos gaseosos,1
otra_categoria_negocio,Fritos al mayor y detal,1
otra_categoria_negocio,"Vendo ojaldras ,café empanadas masitas de maíz y",1
otra_categoria_negocio,Desayunos en la mañana y comidas Rapidas fines de semana,1
otra_categoria_negocio,"Calzado para damas,caballeros y niños",1
otra_categoria_negocio,"Servicio técnico, mantenimiento preventivo y correctivo de equipos de refrigeración, venta de repuestos de refrigeración",1
otra_categoria_negocio,"Servicio de Catering para eventos, hacemos comida para reuniones sociales y Empresariales",1
otra_categoria_negocio,"Servicio de organización y catering para eventos , alquiler de MOBILIARIOS para decoración de fiestas",1
otra_categoria_negocio,"*Alquiler de equipos de sonido - Luces y efectos 
*artistas 
* pantallas led
* pista led 
*shows pirotécnicos 
* servicio de 𝕕𝕛 profesional 
* venta de suministros para bares  líquidos de humo - Polvora fría - exterior y suministros en general )",1
otra_categoria_negocio,"Abarrotes,aseo 
Miscelánea artículos de papelería",1
otra_categoria_negocio,"Vidrios, espejos, divisiones de baño, marquesinas, barandas",1
otra_categoria_negocio,Confecion de calzado,1
otra_categoria_negocio,Comprar Lavadoras Digitales y dobletina reparo y vendo con garantía Reparación de lavadoras digitales y dobletina en la ciudad a domicilio,1
otra_categoria_negocio,"contables, tributarias, impuestos",1
otra_categoria_negocio,Atención a la Primera Infancia y guías asistidas en el desarrollo académico,1
otra_categoria_negocio,Instalación de cielo raso pvc venta de PVC,1
otra_categoria_negocio,Enseñanza y orientación de tareas y trabajos,1
otra_categoria_negocio,"Creación de páginas web
Software de escritorio
App móviles",1
otra_categoria_negocio,Cuidado personal,1
otra_categoria_negocio,Alquiler de estación de topografía,1
otra_categoria_negocio,Ropa y zapatos,1
otra_categoria_negocio,Miscelánea/Papeleria,1
otra_categoria_negocio,"Zapatilla Adidas , Nike puma  zapatillas importadas",1
otra_categoria_negocio,Fabricamos camas somier salas a pedido tapizado entre otras,1
otra_categoria_negocio,Fabricaccion  y ventas de  muebles  para el hogar,1
otra_categoria_negocio,Servicios musicales en eventos familiares y comerciales,1
otra_categoria_negocio,Reparación de motos y venta de repuestos de motos,1
otra_categoria_negocio,"Ropa, juguetes, accesorios",1
otra_categoria_negocio,Transporte,1
otra_categoria_negocio,"Servicio de reparación, venta de equipos y Accesorios",1
otra_categoria_negocio,Cerveza al por mayor y al detal,1
otra_categoria_negocio,Plantas,1
otra_categoria_negocio,"Venta de ropa, para dama, hombre y niños",1
otra_categoria_negocio,Gorras camisas conjuntos damas y caballeros,1
otra_categoria_negocio,Calzado infantil,1
otra_categoria_negocio,"Cuidado de niños, asesorías de tareas, alimentación",1
otra_categoria_negocio,Control integrado de plagas,1
otra_categoria_negocio,Vendo impermeables para moto por mayor y detal,1
otra_categoria_negocio,"Venta de piyamas ,maquillaje ,medias",1
otra_categoria_negocio,"Inseminación artificial de bovinos, atención en especies mayores, servicio de atención a bovinos, equinos, en general",1
otra_categoria_negocio,Impresion Digital y Ligográfica,1
otra_categoria_negocio,Colchones camas comedores,1
otra_categoria_negocio,"Decoración de salones, catering para eventos, alquiler de mobiliario para fiestas todo lo relacionado con organización de eventos familiares y empresariales",1
otra_categoria_negocio,Fabricación y venta de paletas artesanales de frutas al por mayor y detal,1
otra_categoria_negocio,Belleza automotriz,1
otra_categoria_negocio,Arreglos locativos y mantenimiento en general,1
otra_categoria_negocio,Elaboración de velas artesanales esencias y terapias holísticas,1
otra_categoria_negocio,"Diseño de interiores 
Accesorios en madera y metales 
Construcción de anuncios con luminaria",1
otra_categoria_negocio,comida preparada,1
otra_categoria_negocio,Servicio de asesoría nutricional y venta de suplementos,1
otra_categoria_negocio,"Mantenimiento y reparación de plantas eléctricas diesel y gasolina Motobombas, electrobombas, motosierras, guadañadora, equipos afines a la construcción, tales como vibrocompactadores, apisonadosres, allanadoras, cortapavimentos,ect, etc",1
otra_categoria_negocio,"Venta de ropa, calzado, accesorios para bebés",1
otra_categoria_negocio,"Venta de vidrios ,espejos , ventanas en aluminio ,marquesinas , diviciones de baño y oficina ,techos PVC , Pisos y arreglos locativos",1
otra_categoria_negocio,"Correa, billeteras
Bolsos
Desodorantes
Ropa interior",1
otra_categoria_negocio,Distribución  para negocios de helado,1
otra_categoria_negocio,Venta de calzado nacional e importado,1
otra_categoria_negocio,Venta de ropa,1
otra_categoria_negocio,"Venta de bloques, piedra y arena al por mayor y detal",1
otra_categoria_negocio,Pan gaseosas pudines mekatos jugos fritos Mini tienda,1
otra_categoria_negocio,Vendo mercancía ropa  calzado y accesorios,1
otra_categoria_negocio,Vendo postes de eucalipto para cerramiento de zonas protegidas a entidades de servicio ambiental,1
otra_categoria_negocio,Detalles sorpresa,1
otra_categoria_negocio,De el servicio que prestó como técnico en refrigeracion y electricidad,1
otra_categoria_negocio,Tejas acrilicas para autos,1
otra_categoria_negocio,Venta y fábrica de sábanas y cubrelechos,1
otra_categoria_negocio,"Producción, elaboración y venta de cerveza artesanal",1
otra_categoria_negocio,Papelería dulces,1
otra_categoria_negocio,Elaboro uñas,1
otra_categoria_negocio,Tengo un negosio de comidas y refrigerios,1
otra_categoria_negocio,Somos fabricantes de todo tipo de estructuras metalicas,1
otra_categoria_negocio,Desayuno y almuerzos,1
otra_categoria_negocio,Desayunos almuerzos y comidas,1
otra_categoria_negocio,Se confecciona toda prenda de vestir y alkilo togas,1
otra_categoria_negocio,"Compro y vendo material reciclable, metales, plásticos, cartón, vidrio,",1
otra_categoria_negocio,Gaseosas mecatos y aseo personal,1
otra_categoria_negocio,Todo lo relacionado con culinaria pasabocas para fiestas tamales almuerzos-Es un negocio propio en mi casa soy independiente,1
otra_categoria_negocio,Vidrios ventanas aluminios divisiones,1
otra_categoria_negocio,"Comidas rapidas; salchipapa, perros calientes, amburguesas, picadas, carne asada",1
otra_categoria_negocio,Se vende gaseosa agua jugos recargas cosas para el hogar y cacharrerias,1
otra_categoria_negocio,"Útiles escolares ,útiles de aseo, un poquito de  cada cosa",1
otra_categoria_negocio,Trabajo con almohadas y sabanas,1
otra_categoria_negocio,venta de te,1
otra_categoria_negocio,Detalles y Desayunos Sorpresa,1
otra_categoria_negocio,"Vendo
Caldos
Perros calientes
Hamburguesas
Salchipapas
Pataconas con pollo y carne 
Pechuga gratinada",1
otra_categoria_negocio,"Empanadas, papas rellenas, pasteles de pollo, avena",1
otra_categoria_negocio,todo tipo de prendas de vestir,1
otra_categoria_negocio,Panes pasteles mecato gaseosas jugos,1
otra_categoria_negocio,Somos un sitio especializado en Sancochos y platos tradicionales de la comida costeña!,1
otra_categoria_negocio,Gaseosas recarga y variedades de aseo personal,1
otra_categoria_negocio,Comidas y bebidas Bar y Licores,1
otra_categoria_negocio,"Esto es una pequeña miselania vendo papelería, cosméticos, dulceria, gaseosas, cerveza, cargadores y detalles",1
otra_categoria_negocio,Arreglo de aptos y casas y alquiler de herramientas,1
otra_categoria_negocio,Panaderia Panes,1
otra_categoria_negocio,Picadas diarias pudines y comidas especiales,1
otra_categoria_negocio,Vendo es un buen servicio,1
otra_categoria_negocio,"se confecciona Ropa de dama, caballero",1
otra_categoria_negocio,Tengo 2 maquinas industriales una maquina plana y una dos agujas me diedico a hacer pantalones de dotación y prendas en APT,1
otra_categoria_negocio,Ropa exteriores,1
otra_categoria_negocio,Cerveza gaseosa comidas rápidas servicio de piscina,1
otra_categoria_negocio,Maquilo,1
otra_categoria_negocio,micelania y articulos de papeleria en general,1
otra_categoria_negocio,Pasteleria y reposteria personalizada,1
otra_categoria_negocio,Es pasteleria y chocolateria artesanal,1
otra_categoria_negocio,Accesorios para carros,1
otra_categoria_negocio,Bebidas,1
otra_categoria_negocio,"Son confecciones, costuras en general",1
otra_categoria_negocio,Ensaladas de frutasmalteadasbrownies con helado,1
otra_categoria_negocio,Flores anchetas y organizadora de  eventos,1
otra_categoria_negocio,"Hago rejas ,ventanas , puertas todo lo relacionado con cerrajería",1
otra_categoria_negocio,Mekatos fritos,1
otra_categoria_negocio,Cemento varilla tubería cable alambre pintura,1
otra_categoria_negocio,Constructora Electricidad plomeria camaras de vigilancia,1
otra_categoria_negocio,Tengo un pequeño emprendimiento de sandwis tipo cubanos caseros y jugos,1
otra_categoria_negocio,Ganaderia,1
otra_categoria_negocio,Bolsos,1
otra_categoria_negocio,"Servicios jurídicos, Asesorías jurídicas en temas legales, Asesorías en materia de derecho de familia, penal, administrativo  entre otras",1
otra_categoria_negocio,"Arepas solas y con:
Pollo
Queso
Carne 
Jamón
Tocineta 
Maicitos
Jamón
Mixta
Chorizos",1
otra_categoria_negocio,"Servicio de logística para eventos, alquiler de sillas, carpas,mesas, sonido, animación,recreación, alquiler de inflables y saltarín, etc",1
otra_categoria_negocio,Estampados,1
otra_categoria_negocio,Todo lo Relacionado  con mercansia  y perfumeria cacharreria,1
otra_categoria_negocio,Todo lo relacionado con productos de panadería,1
otra_categoria_negocio,Pintura de motos y carros con pintura especial de efectos,1
otra_categoria_negocio,Hacemos terminación de jean,1
otra_categoria_negocio,"Educación por ciclos, semestralizado, refuerzo escolar, preparación para el Icfes",1
otra_categoria_negocio,Tengo un contrato con el colegio académico,1
otra_categoria_negocio,Es una pastelería y panadería cafeteria,1
otra_categoria_negocio,"Artículos para bebé,  coches,  corrales y ropa",1
otra_categoria_negocio,"Vendo ropa para bebé,dama, caballero y niños,calzado",1
otra_categoria_negocio,"Ropa de bb, pañales , calzado, lociones,pijamas, empaques, bañeras, detalles",1
otra_categoria_negocio,Ropa infantil y marroquíneria,1
otra_categoria_negocio,Mecánica latoneria y pintura,1
otra_categoria_negocio,Somos una empresa dedicada a soluciones gráficas y de publicidad en gran formato  para empresas y particulares,1
otra_categoria_negocio,Procesamiento y elaboración de comidas,1
otra_categoria_negocio,Vendo accesorios para damas y niñas Joyería en acero camisetas para toda la familia,1
otra_categoria_negocio,"Servicios de mantenimientos, conztrucciones civiles, metalmecanicas",1
otra_categoria_negocio,"Vendo bolsos de dama, morrales, cangureras, tenis triple A y crop top",1
otra_categoria_negocio,"Productos de revista, Lbel y yanbal",1
otra_categoria_negocio,Vendo mercancia de marketing personal,1
otra_categoria_negocio,Lociones cremas esplas,1
otra_categoria_negocio,"Es una tienda de café, vendemos productos derivados del café en diferentes procesos de preparación como espresso, métodos filtrados, capuccino, entre otros También vendemos acompañamientos como tortas, pasteles, entre otros",1
otra_categoria_negocio,"Hago prestacion de servicios como tecnico electricista, instalaciones electricas",1
otra_categoria_negocio,Ropa formal para dama cabelleros y niño,1
otra_categoria_negocio,Ropa calzado,1
otra_categoria_negocio,Todo lo de papelería fotocopias impresiones servicio de recargas hago pijamas arreglo ropa,1
otra_categoria_negocio,Hago buzos y arreglamos en general de ropa,1
otra_categoria_negocio,Todo lo relacionado con pudines y postres,1
otra_categoria_negocio,Vendo combos de alitas con papas fritas y Bar y Licores,1
otra_categoria_negocio,"Juego pool, canales deportivos  y bebidas frías",1
otra_categoria_negocio,Pet shop,1
otra_categoria_negocio,Pues vendo bolsos de dama jean short blusas sandalias,1
otra_categoria_negocio,"Dulces, paletas, maní, coco, maíz",1
otra_categoria_negocio,"Decoración 
Montaje y desmontaje de eventos 
Suministro de comida y menaje 
Organización de todo el evento",1
otra_categoria_negocio,Todo lo relacionado con panadería y trtas y postres,1
otra_categoria_negocio,"Montura y lentes ópticos 
Distribuidor de monturas  al detal",1
otra_categoria_negocio,detalles sorpresa,1
otra_categoria_negocio,Muebleria para el hogar,1
otra_categoria_negocio,"Zapatos, medias , ropa",1
otra_categoria_negocio,"Asesoría jurídica 
Representación judicial
Compraventa de muebles e inmuebles",1
otra_categoria_negocio,Cuidado de niños y asesoría de tareas,1
otra_categoria_negocio,"Realmente son productos naturales para el cuidado del cuerpo y la salud, para toda la familia.",1
otra_categoria_negocio,"Impresión, escaner, venta de refrigerios",1
otra_categoria_negocio,"Dulcería, galleteria, productos para el aseo, papelería, agua, gaseosa, ect.",1
otra_categoria_negocio,Lavado de motos mecanica,1
otra_categoria_negocio,"Fabricación de estructuras metálicas y aluminio, ventanería, divisiones de baño",1
otra_categoria_negocio,"Mantenimiento  de motores 
Plantas de tratamiento  de agua
Sistema de filtración de piscina y iluminación",1
otra_categoria_negocio,"Ropa, calzado, accesorios",1
otra_categoria_negocio,Vendo suerte básicos largos y cortos para damas.,1
otra_categoria_negocio,Lentes recetados y gafas de sol,1
otra_categoria_negocio,"Ventanas ,puertas ,portones todo lo relacionado con soldadura",1
otra_categoria_negocio,"Lavado y desinfeccion de todo tipo de muebles, colchones, tapetes alfombras, persianas y lavado de automoviles",1
otra_categoria_negocio,"Mascotas
Guardería canina 
Artículos para mascotas 
Vacunas 
Desparasitación",1
otra_categoria_negocio,Arreglos locativos y remodelaciones,1
otra_categoria_negocio,Mantenimiento y limpieza de edificios,1
otra_categoria_negocio,"Servicios

Entrenamiento personalizado.
Creación de somatocarta.
Adaptación fisiológica a los diversos estímulos.
Acompañamiento en competencia.
Sugerencias de alimentación y suplementación.
Creación de videos",1
otra_categoria_negocio,Productos automotrices,1
otra_categoria_negocio,"Gafas oscuras, nocturnas y para eventos sociales",1
otra_categoria_negocio,"Nos especializamos en el comercio de ropa para clima cálido y el turismo, nuestro producto estrella son las pantalonetas las manejaremos en diferentes estilos para dama y caballero",1
otra_categoria_negocio,"Lavada de carros y motos, polichada, desengrasado, lavado de motor",1
otra_categoria_negocio,Hogar y deporte,1
otra_categoria_negocio,Venta de ropa deportiva,1
otra_categoria_negocio,Venta de mercancía tenis y ropa,1
otra_categoria_negocio,"Globos, ánchetas, desayunos sorpresas y artículos para fiesta",1
otra_categoria_negocio,Estructura y terminados de obra en construcción,1
otra_categoria_negocio,Brillado de pisos de mármol,1
otra_categoria_negocio,"Instalación de cielorraso en drywall, pvc y icopor  y arreglamos paredes en estuco veneciano y plástico",1
otra_categoria_negocio,"Comida, accesorios, baños peluqueria",1
otra_categoria_negocio,"Cerveza, gaseosa, golosinas",1
otra_categoria_negocio,Utensilio para el hogar,1
otra_categoria_negocio,Ventas al por mayor de piezas para motocicleta elaboradas en aluminio,1
otra_categoria_negocio,"DISEÑO CORPORATIVO
3D",1
otra_categoria_negocio,Restaurante y Comida Preparada,1
otra_categoria_negocio,"Vendemos ropa, accesorios, calzado.",1
otra_categoria_negocio,"Ventanas, rejas",1
otra_categoria_negocio,"Procesos de pérdida de peso y productos naturales como colágenos, fibras etc",1
otra_categoria_negocio,Venta de ropa para dama y caballero. Venta de perfumería,1
otra_categoria_negocio,Venta de repuestos y reparación y mantenimiento de motocicletas,1
otra_categoria_negocio,Víveres,1
otra_categoria_negocio,Fabricación de puertas ..ventanas ..portones ...estructuras metálicas para casas,1
otra_categoria_negocio,"Diseño de piezas, afiches, volantes, letreros, avisos, edición de videos, locución y presentación",1
otra_categoria_negocio,"Café de especialidad, de origen",1
otra_categoria_negocio,Servicio de cafe internet,1
otra_categoria_negocio,"Escolar,oficina y variedades",1
otra_categoria_negocio,Vestimentas tradicionales del departamento y municipio; mantas guajiras,1
otra_categoria_negocio,Servicio de sellado de bolsa plástica,1
otra_categoria_negocio,Muebles en madera y aglomerados,1
otra_categoria_negocio,"Centro de fotocopiado, productos de papelería, venta de minutos, ferretería, venta de recargas",1
otra_categoria_negocio,Carpintería metalica y de madera,1
otra_categoria_negocio,De todo un poco queso abarrotes,1
otra_categoria_negocio,Venta de detalles y regalos para ocasiones especiales,1
otra_categoria_negocio,Fabricamos calzado en cuero y sintético,1
otra_categoria_negocio,Jugueteria pelíches utilez,1
otra_categoria_negocio,Mantenimiento y venta de mangueras hidraulica,1
otra_categoria_negocio,Ventanas Divisiones en vidrio y Acrílico cielo en PVC Domos,1
otra_categoria_negocio,Venta de Medicamentos al por mayor y detal,1
otra_categoria_negocio,Mantenimiento y reparaciones,1
otra_categoria_negocio,"sala de internet, impresiones - copias - papleria",1
otra_categoria_negocio,Insumos para el hogar y salsas para restaurantes y supermercados,1
otra_categoria_negocio,Ventas colonias cremas ropa maquillaje,1
otra_categoria_negocio,"Ropa 
Accesorios
Maquillaje
Productos para el cuidado facial",1
otra_categoria_negocio,"Bolsos, collares, aretes, bufandas, relojes, maquillaje y bisuteria.",1
otra_categoria_negocio,Cubrelechos cobijas sábanas cortinas etc.,1
otra_categoria_negocio,"Tubos y accesorios de pvc, cartulinas, cuadernos, cemento, audífonos, tubos y accesorios cortinas. Thinner, disolventes, accesorios para el hogar, impermeables, desechables, lijas, impresiones, fotocopias, etc.",1
otra_categoria_negocio,Venta de aceites y filtros para carros y cambios de aceite,1
otra_categoria_negocio,Venta de calzado de moda y ropa,1
otra_categoria_negocio,Hilos e hilazas  insumos para confección,1
otra_categoria_negocio,Productos.  Como gorras AAA  .relojes. camisas . Pantalones . Conjuntos deportivos,1
otra_categoria_negocio,Distribución de soportes de TV al por mayor,1
otra_categoria_negocio,Fabricación y restauración de muebles,1
otra_categoria_negocio,Enseres,1
otra_categoria_negocio,"Repuestos de moro
Moto",1
otra_categoria_negocio,"Diseño y adecuación de interiores, mobiliario para oficinas, locales y demás.   
Decoración de interiores.",1
otra_categoria_negocio,"Impresión de diseños, diseños gráficos",1
otra_categoria_negocio,"Lavado de vehículos
Alineación y balanceo 
Cambio de aceite
Detailing",1
otra_categoria_negocio,Cuidado de Niños,1
otra_categoria_negocio,Mecanica,1
otra_categoria_negocio,"Belleza, cuidado del cabello y del rostro, manicure pedicure, pestañas",1
otra_categoria_negocio,"Flores, peluches y detalles",1
otra_categoria_negocio,Perfumería y ropa por catálogo,1
otra_categoria_negocio,"Desayunos sorpresas, decoración con globos",1
otra_categoria_negocio,Embellecimiento automotriz,1
otra_categoria_negocio,Peluqueria  y venta de ropa,1
otra_categoria_negocio,Calzado y ropa,1
otra_categoria_negocio,Accesorios en cuero para dama y caballero,1
otra_categoria_negocio,Muebles y demas,1
otra_categoria_negocio,Fabricacion e instalacion de ventaneria en aluminio arquitectonico y europeo,1
otra_categoria_negocio,"Servicios de construciones, mantenimientos, reparaciones y adecuaciones civiles para viviendas, conjuntos residenciales, oficinas",1
otra_categoria_negocio,"Servicios de mantenimiento y reparación aires acondicionados, neveras y lavadoras",1
otra_categoria_negocio,"Técnico Instalador de Redes Internas para el servicio de gas combustible residencial y comercial. 
Calibración y conexión de equipos a gas.
Diseño de redes...",1
otra_categoria_negocio,Estantería para materas mobiliario,1
otra_categoria_negocio,Fabricación de estructuras en hierro y guadua,1
otra_categoria_negocio,Alquiler de lavadoras por horas,1
otra_categoria_negocio,"impresion Digital gran formato, señalización , decoración entre otrso servicios",1
otra_categoria_negocio,Publicidad avisos volantes Acrilicos Papeleria comercial,1
otra_categoria_negocio,"Tinto,cafe,aguadepanela con queso,aromatica,maizena,jugos,gaseosas,empanadas,variedad de sanduches,dulceria,buñuelos,pandebonos,galletas,tortas....",1
otra_categoria_negocio,Formación educativa en liderazgo,1
otra_categoria_negocio,"Publicidad en General, Impresión Digital Laser,  Impresión Libros",1
otra_categoria_negocio,Venta de ropa interior,1
otra_categoria_negocio,Servicios eléctricos automotrices y venta de repuestos,1
otra_categoria_negocio,Libros,1
otra_categoria_negocio,Reparación de bicicletas y venta de repuestos,1
otra_categoria_negocio,Servicio de Lavado y mantenimiento de las cortinas manuales y motorizadas,1
otra_categoria_negocio,"Aceites ,grasas , valvulinas , refrigerantes , hidráulico y otras cosas",1
otra_categoria_negocio,Pan gaseosas jugos,1
otra_categoria_negocio,Remodelaciones,1
otra_categoria_negocio,Sandalia para dama y niña,1
otra_categoria_negocio,Lavadoras,1
otra_categoria_negocio,"Elaboración de muebles en melamina, desarrollo ideas que la gente tiene para su hogar.
Remodelaciones de vivienda",1
otra_categoria_negocio,"Aseo hogar, personal, gaseosas snacks, arroz, café, azúcar, y algunas cosas de papelería",1
otra_categoria_negocio,Muebles modulares en general,1
otra_categoria_negocio,Pulseras aretes cadenas,1
otra_categoria_negocio,"Distribución de alimentos catering, desayunos Sorpresa, arreglos Florales, cajas Dulceras, eventos sociales",1
otra_categoria_negocio,Repuesteria general para motocicletas y Mecánica general,1
otra_categoria_negocio,Respuestas y partes de bicicletas y servicio de mecánica,1
otra_categoria_negocio,Venta de Frito,1
otra_categoria_negocio,"Limpieza, desinfeccion e higiene de muebles, alfombras, tapetes y cojinería de autos",1
otra_categoria_negocio,Contenido para adultos,1
otra_categoria_negocio,"Ropa, calzado,bolsos y otros.",1
otra_categoria_negocio,Desayuno y almuerzo,1
otra_categoria_negocio,"Termos, vasos, camisetas personalizados",1
otra_categoria_negocio,"Ventas, asesoría de imagen, crédito",1
otra_categoria_negocio,Dulces paqueticos galletas todo lo relacionado con dulces,1
otra_categoria_negocio,"Pijamas, camisetas",1
otra_categoria_negocio,"Aluminio, acero, vidrio. Fabricación e instalación",1
otra_categoria_negocio,Regalos para hombres y mujeres ramos de fresas con  chocolate correas billetera gafas llaveros cajas sorpresa,1
otra_categoria_negocio,Cerrajería metalica,1
otra_categoria_negocio,Ventas de jugos,1
otra_categoria_negocio,"Anchetas
Desayunos
Cajas sorpresa
Empaques para regalo
Tarjetas
Globos",1
otra_categoria_negocio,Alimentos tales como pan y bebidas gaseosas,1
otra_categoria_negocio,"Ropa de Dama y caballero, Ropa interior de Dama y cabellero",1
otra_categoria_negocio,"Enseñanza, preparación física y técnica en el deporte voleibol para señoritas, desde los 8 años hasta los 18 años de edad",1
otra_categoria_negocio,Servicio de mecánica y repuestos automotriz,1
otra_categoria_negocio,Dulceria .. jugos  .. paqueteria,1
otra_categoria_negocio,"Diseños de sonrisa,  blanqueamiento dental , prótesis dentales",1
otra_categoria_negocio,"Bolsos de lujo versión triple a, accesorios, cachivaches",1
otra_categoria_negocio,Guardería y cuidado canino,1
otra_categoria_negocio,"Fabricación y distribución de bayetilla blanca o roja, tela toalla, toallas, limpiones, uniformes, delantales",1
otra_categoria_negocio,"Ropa, cosméticos, productos para el hogar",1
otra_categoria_negocio,"Cerámicas ,pegantes, cocinas",1
otra_categoria_negocio,"Gafas oftalmológicas, de sol, lentes de contacto y soluciones oftalmológicas",1
otra_categoria_negocio,Alquiler andamos,1
otra_categoria_negocio,"Venta de pijamas, blusas y medias",1
otra_categoria_negocio,Ropa y accesorios para caballero,1
